director,rating,openingweekendgross,movie_title,domestic_total_gross,release_date,runtime,budget,,
Gregory Hoblit,R,9871222,Primal Fear,56116183,4/5/96 0:00,130,,,
,G,16025987,Wallace and Gromit: The Curse of the Were-Rabbit,56110897,10/5/05 0:00,85,30000000,,
F. Gary Gray,PG-13,23450212,Be Cool,56046979,3/4/05 0:00,104,53000000,,
Chris ButlerSam Fell,PG,14087050,ParaNorman,56003051,8/17/12 0:00,93,60000000,,
Andrzej Bartkowiak,R,18014503,Romeo Must Die,55973336,3/22/00 0:00,115,25000000,,
,PG,5609875,Forever Young,55956187,12/18/92 0:00,102,,,
Will Gluck,R,18622150,Friends with Benefits,55802754,7/22/11 0:00,120,35000000,,
Jimmy Hayward,PG,15805237,Free Birds,55750480,11/1/13 0:00,90,55000000,,
Tommy Wirkola,R,19690956,Hansel and Gretel: Witch Hunters,55703475,1/25/13 0:00,88,50000000,,
-1,R,21706163,Eyes Wide Shut,55691208,7/16/99 0:00,159,65000000,,
Zack Snyder,PG,16112211,Legend of the Guardians: The Owls of Ga'Hoole,55675313,9/24/10 0:00,90,80000000,,
,PG-13,10675896,Police Academy 2: Their First Assignment,55600000,3/29/85 0:00,97,,,
Brian De Palma,R,16310373,Snake Eyes,55591409,8/7/98 0:00,98,73000000,,
Raja Gosnell,PG-13,11836707,Never Been Kissed,55474756,4/9/99 0:00,107,25000000,,
David Fincher,R,19449867,Alien 3,55473545,5/22/92 0:00,114,50000000,,
Irvin Kershner,PG,10958157,Never Say Never Again,55432841,10/7/83 0:00,133,,,
,PG-13,23004765,The Haunting in Connecticut,55389516,3/27/09 0:00,92,,,
,PG-13,15833592,What Dreams May Come,55382927,10/2/98 0:00,114,85000000,,
Mark S. Waters,PG-13,15411434,Ghosts of Girlfriends Past,55250026,5/1/09 0:00,100,,,
Tyler Perry,PG-13,21353789,Tyler Perry's Why Did I Get Married?,55204525,10/12/07 0:00,118,,,
James Wan,R,18276468,Saw,55185045,10/29/04 0:00,100,1200000,,
D.J. Caruso,PG-13,19449893,I Am Number Four,55100437,2/18/11 0:00,104,60000000,,
,R,16187724,Halloween: H20,55041738,8/7/98 0:00,86,17000000,,
Andrew Davis,PG-13,18006064,The Guardian,55011732,9/29/06 0:00,135,,,
,R,17090474,Don't Say a Word,55001642,9/28/01 0:00,113,50000000,,
Michael Caton-Jones,R,15164595,The Jackal,54930280,11/14/97 0:00,125,60000000,,
-1,PG-13,19738749,Spawn,54870175,8/1/97 0:00,93,40000000,,
Michael Caton-Jones,PG-13,7251854,Doc Hollywood,54830779,8/2/91 0:00,104,,,
Paul Verhoeven,R,22058773,Starship Troopers,54814377,11/7/97 0:00,130,105000000,,
,PG,6834967,For Your Eyes Only,54812802,6/26/81 0:00,128,,,
Robert Redford,R,170335,Ordinary People,54766923,9/19/80 0:00,124,,,
McG,PG-13,17405930,This Means War,54760791,2/17/12 0:00,97,65000000,,
Nima Nourizadeh,R,21051363,Project X,54731865,3/2/12 0:00,88,,,
Duncan Jones,PG-13,14812094,Source Code,54712227,4/1/11 0:00,94,32000000,,
,PG-13,14047592,Small Soldiers,54682547,7/10/98 0:00,110,,,
John Moore,R,16026496,The Omen,54607383,6/6/06 0:00,105,25000000,,
Paul Haggis,R,9107071,Crash,54580300,5/6/05 0:00,100,6500000,,
Garry Marshall,PG-13,13019180,New Year's Eve,54544638,12/9/11 0:00,117,56000000,,
James Cameron,PG-13,9319797,The Abyss,54222310,8/11/89 0:00,146,,,
James Watkins,PG-13,20874072,The Woman in Black,54333290,2/3/12 0:00,95,,,
Fede Alvarez,R,25775847,Evil Dead,54239856,4/5/13 0:00,91,17000000,,
Kevin Reynolds,PG-13,11376150,The Count of Monte Cristo,54234062,1/25/02 0:00,131,35000000,,
,PG-13,5651990,La Bamba,54215416,7/24/87 0:00,109,,,
Kevin Munroe,PG,24255205,TMNT,54149098,3/23/07 0:00,90,34000000,,
James Wong,R,19173094,Final Destination 3,54098051,2/10/06 0:00,115,25000000,,
James Wan,PG-13,13271464,Insidious,54009150,4/1/11 0:00,98,1500000,,
,R,2331805,The Verdict,53977250,12/10/82 0:00,192,,,
Henry JoostAriel Schulman,R,29003866,Paranormal Activity 4,53900335,10/19/12 0:00,95,5000000,,
,PG,10621992,The Three Musketeers,53898845,11/12/93 0:00,105,,,
Jay Roach,PG-13,9548111,Austin Powers: International Man of Mystery,53883989,5/2/97 0:00,100,16500000,,
,R,10128834,Tin Cup,53854588,8/16/96 0:00,135,,,
John Woo,PG-13,13462374,Paycheck,53790451,12/25/03 0:00,119,60000000,,
,R,13034238,Rambo III,53715611,5/25/88 0:00,102,63000000,,
Zhang Yimou,PG-13,18004319,Hero,53710019,8/27/04 0:00,99,31000000,,
Richard LaGravenese,PG-13,6481221,P.S. I Love You,53695808,12/21/07 0:00,126,30000000,,
Sydney Pollack,PG,5563259,Sabrina,53672080,12/15/95 0:00,127,58000000,,
,PG,9122714,Rookie of the Year,53615089,7/9/93 0:00,103,,,
James Mangold,R,14035033,3:10 to Yuma,53606916,9/7/07 0:00,117,55000000,,
Dennis Dugan,PG,10026900,Problem Child,53470891,7/27/90 0:00,172,,,
,PG,6017225,Beethoven's 2nd,53443066,12/17/93 0:00,87,,,
Paul Verhoeven,R,8008721,Robocop,53424681,7/17/87 0:00,103,13000000,,
Raja Gosnell,PG,17461108,"Yours, Mine and Ours",53412862,11/23/05 0:00,90,45000000,,
Greg Berlanti,PG-13,14506464,Life as We Know It,53374681,10/8/10 0:00,112,38000000,,
Tim Burton,PG,19145480,Tim Burton's Corpse Bride,53359111,9/16/05 0:00,74,,,
Tyler Perry,PG-13,25068677,Tyler Perry's Madea's Big Happy Family,53345287,4/22/11 0:00,105,,,
James Wong,R,10015822,Final Destination,53331147,3/17/00 0:00,98,23000000,,
Barry Levinson,R,12305745,Sleepers,53315285,10/18/96 0:00,148,,,
,PG,,Papillon,53267000,12/16/73 0:00,150,,,
Dean Parisot,PG-13,18048422,Red 2,53262560,7/19/13 0:00,116,84000000,,
William Brent Bell,R,33732515,The Devil Inside,53261944,1/6/12 0:00,87,1000000,,
Frank Marshall,PG-13,8045760,Arachnophobia,53208180,7/20/90 0:00,109,,,
Christopher Nolan,PG-13,14801808,The Prestige,53089891,10/20/06 0:00,135,40000000,,
Gary Winick,PG,13540486,Letters to Juliet,53032453,5/14/10 0:00,105,30000000,,
,R,12443461,Blow,52990775,4/6/01 0:00,124,53000000,,
,R,7416751,My Cousin Vinny,52929168,3/13/92 0:00,120,,,
Tim Burton,R,9300805,Sweeney Todd: The Demon Barber of Fleet Street,52898073,12/21/07 0:00,116,50000000,,
Brian Robbins,R,15204148,Varsity Blues,52894169,1/15/99 0:00,104,16000000,,
,PG-13,13510728,Forces of Nature,52888180,3/19/99 0:00,105,75000000,,
,PG-13,16751560,Message in a Bottle,52880016,2/12/99 0:00,131,80000000,,
,R,6404783,Outrageous Fortune,52864741,1/30/87 0:00,100,,,
,PG,20159925,Kicking and Screaming,52842724,5/13/05 0:00,96,45000000,,
Roger Donaldson,PG-13,16302063,The Recruit,52802140,1/31/03 0:00,105,,,
,R,14065277,Unfaithful,52775765,5/8/02 0:00,100,50000000,,
,PG,2746571,Gandhi,52767889,12/10/82 0:00,188,,,
Mike Newell,R,4162489,Four Weddings and a Funeral,52700832,3/11/94 0:00,118,4400000,,
David Bowers,PG,23751502,Diary of a Wimpy Kid: Rodrick Rules,52698535,3/25/11 0:00,96,21000000,,
,PG,7023921,King Kong,52614445,12/17/76 0:00,134,24000000,,
,R,20997985,The Strangers,52597610,5/30/08 0:00,107,9000000,,
Tyler Perry,PG-13,16007634,Tyler Perry's A Madea Christmas,52543354,12/13/13 0:00,105,,,
Oliver Stone,PG-13,19011188,Wall Street: Money Never Sleeps,52474616,9/24/10 0:00,127,70000000,,
David S. Goyer,R,16061271,Blade: Trinity,52411906,12/8/04 0:00,114,65000000,,
Wes Anderson,R,8512122,The Royal Tenenbaums,52364010,12/14/01 0:00,109,21000000,,
,PG,13303724,Radio,52333738,10/24/03 0:00,105,35000000,,
,PG,13616196,The Lake House,52330111,6/16/06 0:00,105,40000000,,
Martin Scorsese,R,6357877,The Color of Money,52293982,10/17/86 0:00,119,,,
Rob Reiner,R,3812093,Stand by Me,52287414,8/8/86 0:00,88,,,
,G,,Funny Girl,52000000,9/18/68 0:00,151,,,
,PG,17375648,Star Trek V: The Final Frontier,52210049,6/9/89 0:00,107,,,
James Mangold,R,16225263,Identity,52159536,4/25/03 0:00,87,28000000,,
,PG,10028065,The Little Rascals,52125282,8/5/94 0:00,83,,,
Penny Marshall,PG-13,8306532,Awakenings,52096475,12/22/90 0:00,120,,,
Rob Minkoff,PG-13,21401121,The Forbidden Kingdom,52075270,4/18/08 0:00,113,,,
Trey Parker,R,11335889,"South Park - Bigger, Longer and Uncut",52037603,6/30/99 0:00,80,21000000,,
Tyler Perry,PG-13,21641679,Tyler Perry's Temptation: Confessions of a Marriage Counselor,51975354,3/29/13 0:00,111,,,
-1,PG,1976987,Amadeus,51564280,9/21/84 0:00,158,,,
Len Wiseman,R,21753759,Underworld,51970690,9/19/03 0:00,115,22000000,,
Antoine Fuqua,PG-13,15193907,King Arthur,51882244,7/7/04 0:00,130,120000000,,
Brad Anderson,R,17118745,The Call,51872378,3/15/13 0:00,95,13000000,,
Judd Apatow,R,22657780,Funny People,51855045,7/31/09 0:00,136,75000000,,
Peter Hedges,PG,10822903,The Odd Life of Timothy Green,51854875,8/15/12 0:00,100,,,
Gus Van Sant,PG-13,11112139,Finding Forrester,51804714,12/22/00 0:00,136,,,
Craig Brewer,PG-13,15556113,Footloose,51802742,10/14/11 0:00,113,24000000,,
Mark NeveldineBrian Taylor,PG-13,22115334,Ghost Rider: Spirit of Vengeance,51774002,2/17/12 0:00,95,57000000,,
Andrzej Bartkowiak,R,18485586,Exit Wounds,51758599,3/16/01 0:00,101,50000000,,
Tyler Perry,PG-13,23446785,Tyler Perry's I Can Do Bad All By Myself,51733921,9/11/09 0:00,113,,,
,PG,,The China Syndrome,51718367,3/16/79 0:00,123,,,
William Friedkin,R,,The French Connection,51700000,10/7/71 0:00,104,,,
Marc Forster,PG,1960122,Finding Neverland,51680613,11/12/04 0:00,101,25000000,,
,G,,Sleeping Beauty,36479805,1/29/59 0:00,75,,,
Joe Carnahan,R,19665101,The Grey,51580236,1/27/12 0:00,117,25000000,,
Patrick Lussier,R,21241456,My Bloody Valentine 3-D,51545952,1/16/09 0:00,101,15000000,,
,PG,13623350,A Cinderella Story,51438175,7/16/04 0:00,96,19000000,,
John Schultz,PG,12179420,Like Mike,51432760,7/3/02 0:00,100,30000000,,
,PG-13,10031145,Sneakers,51432691,9/11/92 0:00,125,,,
Jean-Jacques Annaud,R,13810266,Enemy at the Gates,51401758,3/16/01 0:00,131,68000000,,
,PG,12401900,Hoodwinked,51386611,12/16/05 0:00,95,,,
Rob Cohen,PG-13,15027150,Dragonheart,51367375,5/31/96 0:00,88,,,
,PG,9331139,Dennis the Menace,51270765,6/25/93 0:00,96,,,
Joel Schumacher,PG-13,4001890,The Phantom of the Opera,51268815,12/22/04 0:00,143,70000000,,
,G,,The Love Bug,51264000,3/13/69 0:00,107,,,
James L. Brooks,R,5449920,Broadcast News,51249404,12/18/87 0:00,133,,,
,R,23036273,Resident Evil: Apocalypse,51201453,9/10/04 0:00,94,45000000,,
,PG,11051284,The Living Daylights,51185897,7/31/87 0:00,131,,,
James Bobin,PG,17005126,Muppets Most Wanted,51183113,3/21/14 0:00,112,50000000,,
Peter Segal,PG-13,13216531,The Naked Gun 33 1/3: The Final Insult,51132598,3/18/94 0:00,82,30000000,,
,R,21959233,Hide and Seek,51100486,1/28/05 0:00,105,,,
,PG-13,11101955,Up Close and Personal,51088705,3/1/96 0:00,124,,,
,PG,21103203,The Hitchhiker's Guide to the Galaxy,51085416,4/29/05 0:00,103,50000000,,
,GP,,Goldfinger,51081062,12/22/64 0:00,108,,,
,PG,,Silver Streak,51079064,12/8/76 0:00,114,,,
Joe Wright,R,4221866,Atonement,50927067,12/7/07 0:00,123,,,
,R,5009301,Bull Durham,50888729,6/17/88 0:00,108,,,
Sam Fell,G,10103675,The Tale of Despereaux,50877145,12/19/08 0:00,87,60000000,,
Mel Gibson,R,15005604,Apocalypto,50866635,12/8/06 0:00,138,40000000,,
Lasse Hallstrom,R,11115697,Something to Talk About,50865589,8/4/95 0:00,105,,,
Will FinnDavid Silverman,PG,12846652,The Road to El Dorado,50863742,3/31/00 0:00,99,95000000,,
,R,11737143,Syriana,50824620,11/23/05 0:00,126,50000000,,
,PG,6035133,The Mighty Ducks,50752337,10/2/92 0:00,104,10000000,,
,PG,,A Bridge Too Far,50750000,6/15/77 0:00,176,27000000,,
Irwin Winkler,PG-13,10037745,The Net,50727965,7/28/95 0:00,115,,,
,R,9014805,The Hurricane,50699241,12/29/99 0:00,146,50000000,,
Alex Proyas,R,11774332,The Crow,50693129,5/13/94 0:00,117,,,
,R,23678580,Resident Evil: Extinction,50648679,9/21/07 0:00,95,,,
,PG-13,21905089,Tyler Perry's Diary of a Mad Black Woman,50633099,2/25/05 0:00,116,5500000,,
Ron Underwood,PG,10602042,Mighty Joe Young,50632037,12/25/98 0:00,114,90000000,,
,PG,7022970,Fletch,50612888,5/31/85 0:00,98,,,
Kenneth Branagh,PG-13,15451981,Jack Ryan: Shadow Recruit,50577412,1/17/14 0:00,100,60000000,,
Marc Lawrence,PG-13,13623630,Music and Lyrics,50572589,2/14/07 0:00,96,,,
,PG-13,15051028,The Tuxedo,50547998,9/27/02 0:00,99,60000000,,
,R,9077324,Eddie Murphy Raw,50504655,12/18/87 0:00,90,,,
,PG,4365643,The Four Seasons,50427646,5/22/81 0:00,107,,,
Iain Softley,PG-13,17215275,K-PAX,50338485,10/26/01 0:00,121,68000000,,
,PG,10687114,A View to a Kill,50327960,5/24/85 0:00,131,,,
Peter Chelsom,PG-13,13309241,Serendipity,50294317,10/5/01 0:00,90,,,
Steve Pink,R,14020502,Hot Tub Time Machine,50287556,3/26/10 0:00,100,36000000,,
Oliver Stone,R,11166687,Natural Born Killers,50282766,8/26/94 0:00,182,34000000,,
,PG,8916463,Angels in the Outfield,50236831,7/15/94 0:00,103,,,
,R,12307128,Breakdown,50159144,5/2/97 0:00,93,36000000,,
Gillian Armstrong,PG,2411247,Little Women,50083616,12/21/94 0:00,118,18000000,,
,PG-13,8104624,Sommersby,50081992,2/5/93 0:00,113,,,
Clint Eastwood,R,14678016,Absolute Power,50068310,2/14/97 0:00,121,,,
Alan Parker,PG,8381055,Evita,50047179,12/25/96 0:00,130,55000000,,
,R,18309666,Stigmata,50046268,9/10/99 0:00,102,29000000,,
Will Finn,PG,13880771,Home on the Range,50030461,4/2/04 0:00,76,110000000,,
,R,12624402,Under Siege 2: Dark Territory,50024083,7/14/95 0:00,100,,,
,R,,When a Man Loves a Woman,50021959,4/29/94 0:00,126,,,
John McTiernan,PG-13,15338241,Last Action Hero,50016394,6/18/93 0:00,131,85000000,,
,PG-13,9526010,A Walk in the Clouds,50008143,8/11/95 0:00,102,,,
,R,,Dog Day Afternoon,50000000,9/21/75 0:00,124,,,
Anthony Hemingway,PG-13,18782154,Red Tails,49876377,1/20/12 0:00,120,58000000,,
Michael Bay,R,20244505,Pain and Gain,49875291,4/26/13 0:00,129,26000000,,
Ivan Reitman,PG,8043360,Legal Eagles,49851591,6/20/86 0:00,116,,,
Robert Altman,PG,6310520,Popeye,49823037,12/12/80 0:00,113,,,
,R,8836265,Major League,49797148,4/7/89 0:00,107,,,
Frederik Du ChauFrederik Du Chou,PG,13920052,Racing Stripes,49772522,1/14/05 0:00,84,,,
Steve Carr,PG,14262724,Are We Done Yet?,49662533,4/4/07 0:00,92,,,
,PG,,Revenge of the Pink Panther,49579269,7/19/78 0:00,104,,,
Baz Luhrmann,PG-13,14800723,Australia,49554002,11/26/08 0:00,165,130000000,,
John Hughes,R,7009482,"Planes, Trains and Automobiles",49530280,11/25/87 0:00,92,,,
Walter Becker,PG,16894511,Old Dogs,49492060,11/25/09 0:00,88,35000000,,
,PG-13,11836705,Runaway Jury,49443628,10/17/03 0:00,123,60000000,,
Brad Silberling,PG-13,18837350,Land of the Lost,49438370,6/5/09 0:00,93,100000000,,
,R,,Shampoo,49407734,3/13/75 0:00,112,,,
Renny Harlin,R,12833403,A Nightmare on Elm Street 4: The Dream Master,49369899,8/19/88 0:00,99,,,
Amy Heckerling,PG-13,12329627,European Vacation,49364621,7/26/85 0:00,94,,,
,PG-13,14581740,Volcano,49323468,4/25/97 0:00,104,90000000,,
Nick Cassavetes,PG-13,12442212,My Sister's Keeper,49200230,6/26/09 0:00,106,30000000,,
Ole Bornedal,PG-13,17732480,The Possession,49130154,8/31/12 0:00,91,14000000,,
,PG-13,17958183,This Christmas,49121934,11/21/07 0:00,117,13000000,,
Barry Levinson,R,4611477,Bugsy,49114016,12/13/91 0:00,136,,,
,R,12653032,Cobra,49042224,5/23/86 0:00,87,,,
Tony Gilroy,R,10373422,Michael Clayton,49033882,10/5/07 0:00,120,,,
David Bowers,PG,14623599,Diary of a Wimpy Kid: Dog Days,49008662,8/3/12 0:00,94,22000000,,
,R,,The Deer Hunter,48979328,12/8/78 0:00,183,15000000,,
Barry Sonnenfeld,PG-13,14117545,Addams Family Values,48919043,11/19/93 0:00,94,,,
"George Tillman, Jr.",R,13339465,Men of Honor,48818921,11/10/00 0:00,129,32000000,,
Richard Loncraine,PG-13,13635463,Firewall,48751189,2/10/06 0:00,100,,,
Steve Pink,R,25649011,About Last Night,48637684,2/14/14 0:00,100,12500000,,
Jan DeBont,PG-13,16158942,Speed 2: Cruise Control,48608066,6/13/97 0:00,121,160000000,,
Aaron Seltzer,PG-13,19076261,Date Movie,48548426,2/17/06 0:00,80,20000000,,
,PG-13,14043215,Miss Congeniality 2: Armed and Fabulous,48478006,3/24/05 0:00,107,,,
Ron Howard,PG-13,17816230,The Dilemma,48475290,1/14/11 0:00,118,70000000,,
P.J. Hogan,PG,11139495,Peter Pan,48462608,12/25/03 0:00,113,100000000,,
,G,11889631,Return to Never Land,48430258,2/15/02 0:00,72,20000000,,
Shawn Levy,PG,11554015,Big Fat Liar,48360547,2/8/02 0:00,87,15000000,,
David Fincher,R,14337029,The Game,48323648,9/12/97 0:00,128,,,
Mark S. Waters,PG-13,16408718,Just Like Heaven,48318130,9/16/05 0:00,95,58000000,,
Fred Wolf,PG-13,14533702,The House Bunny,48237389,8/22/08 0:00,94,25000000,,
-1,PG-13,6121129,Mask,48230162,3/8/85 0:00,127,,,
,PG-13,13516699,Wayne's World 2,48197805,12/10/93 0:00,94,40000000,,
Spike Lee,PG-13,9871125,Malcolm X,48169910,11/20/92 0:00,202,,,
Ridley Scott,R,11094241,G.I. Jane,48169156,8/22/97 0:00,125,,,
,R,9156545,Tightrope,48143579,8/17/84 0:00,115,,,
,PG,10021510,Fat Albert,48116322,12/25/04 0:00,100,,,
Penny Marshall,PG,7649752,The Preacher's Wife,48102795,12/13/96 0:00,124,,,
Don Bluth,G,7526025,The Land Before Time,48092846,11/18/88 0:00,67,,,
Scott Derrickson,R,18007634,Sinister,48086903,10/12/12 0:00,110,3000000,,
Matthew Vaughn,R,19828687,Kick-Ass,48071303,4/16/10 0:00,117,30000000,,
David Koepp,PG-13,18237568,Secret Window,48022900,3/12/04 0:00,106,40000000,,
Barbet Schroeder,R,10212401,Single White Female,48017402,8/14/92 0:00,108,,,
,PG,13210579,Nim's Island,48006762,4/4/08 0:00,95,37000000,,
Barry Levinson,PG,5088381,The Natural,47951979,5/11/84 0:00,138,,,
Harald Zwart,PG,14064317,Agent Cody Banks,47938330,3/14/03 0:00,110,28000000,,
Iain Softley,PG-13,16057945,The Skeleton Key,47907715,8/12/05 0:00,104,43000000,,
,G,11441733,The Jungle Book 2,47901582,2/14/03 0:00,78,20000000,,
Simon West,PG-13,21607203,When a Stranger Calls,47860214,2/3/06 0:00,100,15000000,,
,PG-13,17558689,Premonition,47852604,3/16/07 0:00,110,20000000,,
Jean-Pierre Jeunet,R,16474092,Alien Resurrection,47795658,11/26/97 0:00,109,75000000,,
Amy Heckerling,PG-13,8100640,Look Who's Talking Too,47789074,12/14/90 0:00,96,,,
Peter Berg,PG-13,18553765,The Rundown,47726342,9/26/03 0:00,104,85000000,,
Peter Hedges,PG-13,11809445,Dan in Real Life,47642963,10/26/07 0:00,95,,,
,R,7039622,New Jack City,47624353,3/8/91 0:00,100,8000000,,
Lee Daniels,R,10881772,"Precious: Based on the Novel ""Push"" by Sapphire",47566524,11/6/09 0:00,109,10000000,,
,R,,The Godfather Part II,47542841,12/12/74 0:00,200,13000000,,
Peter Berg,R,17135055,The Kingdom,47536778,9/28/07 0:00,110,70000000,,
Don Bluth,G,5234446,An American Tail,47483002,11/21/86 0:00,81,,,
,R,9213631,Hard to Kill,47410827,2/9/90 0:00,95,,,
Steven Spielberg,R,7566075,Munich,47403685,12/23/05 0:00,164,70000000,,
Ridley Scott,R,19635996,Kingdom of Heaven,47398413,5/6/05 0:00,145,130000000,,
Oliver Stone,R,16016910,Savages,47382068,7/6/12 0:00,130,45000000,,
,PG,6835540,The Deep,47346365,6/17/77 0:00,123,,,
Eli Roth,R,19556099,Hostel,47326473,1/6/06 0:00,95,4800000,,
,R,6642005,First Blood,47212904,10/22/82 0:00,96,15000000,,
Kirk Jones,PG,14503650,Nanny McPhee,47144110,1/27/06 0:00,98,25000000,,
James Mangold,PG-13,9725408,Kate and Leopold,47121859,12/25/01 0:00,121,,,
Richard Donner,PG,6322804,The Toy,47118057,12/10/82 0:00,102,,,
Robert Luketic,PG-13,15837266,Killers,47059963,6/4/10 0:00,100,75000000,,
Antoine Fuqua,R,14523571,Shooter,47003582,3/23/07 0:00,124,61000000,,
John Carpenter,R,,Halloween,47000000,10/25/78 0:00,91,325000,,
Christophe Gans,R,20152598,Silent Hill,46982632,4/21/06 0:00,120,50000000,,
David R. Ellis,R,16017141,Final Destination 2,46961214,1/31/03 0:00,100,,,
,PG,,Urban Cowboy,46918287,6/6/80 0:00,134,,,
,R,7098741,"See No Evil, Hear No Evil",46908987,5/12/89 0:00,90,,,
,PG,,The Spy Who Loved Me,46838673,7/13/77 0:00,125,,,
Martin Scorsese,R,6368901,Goodfellas,46836214,9/19/90 0:00,146,,,
Curtis Hanson,PG-13,10214450,The River Wild,46816343,9/30/94 0:00,112,,,
,PG-13,19020655,Boogeyman,46752382,2/4/05 0:00,86,20000000,,
,PG-13,13845914,"Dude, Where's My Car?",46729800,12/15/00 0:00,83,13000000,,
Clint Eastwood,PG,8152948,Firefox,46708276,6/18/82 0:00,136,,,
Joe Johnston,PG,9600754,The Rocketeer,46704056,6/21/91 0:00,108,35000000,,
,PG-13,13104694,Practical Magic,46683377,10/16/98 0:00,104,75000000,,
,R,10611040,The Distinguished Gentleman,46666502,12/4/92 0:00,112,,,
,R,6524536,Colors,46616067,4/15/88 0:00,127,,,
Betty Thomas,PG-13,14827066,The Brady Bunch Movie,46576136,2/17/95 0:00,88,,,
Joel Schumacher,R,15021088,Phone Booth,46566212,4/4/03 0:00,81,13000000,,
Martin Campbell,PG,16328506,The Legend of Zorro,46464023,10/28/05 0:00,126,75000000,,
Sarah Smith,PG,12068931,Arthur Christmas,46462469,11/23/11 0:00,97,,,
,PG-13,15501114,Walking Tall,46437717,4/2/04 0:00,86,46000000,,
John Madden,PG-13,6383203,The Best Exotic Marigold Hotel,46412041,5/4/12 0:00,118,10000000,,
,R,9232650,Malice,46405336,10/1/93 0:00,106,,,
-1,R,6079963,Full Metal Jacket,46357676,6/26/87 0:00,116,30000000,,
Baz Luhrmann,PG-13,11133231,Romeo + Juliet,46351345,11/1/96 0:00,120,,,
,G,,"It's a Mad, Mad, Mad, Mad World",46332858,11/7/63 0:00,192,9400000,,
Frank Coraci,PG-13,14284031,Blended,46294610,5/23/14 0:00,117,40000000,,
,R,,The Enforcer,46236000,12/22/76 0:00,97,,,
Ridley Scott,R,9677102,Black Rain,46212055,9/22/89 0:00,125,,,
Michael Hoffman,PG,6226430,One Fine Day,46151454,12/20/96 0:00,108,,,
,R,11790047,Marked for Death,46044396,10/5/90 0:00,94,,,
,PG-13,14756850,Made of Honor,46012734,5/2/08 0:00,101,40000000,,
Ruben Fleischer,R,17070347,Gangster Squad,46000903,1/11/13 0:00,113,60000000,,
,R,3022096,The Full Monty,45950122,8/15/97 0:00,91,3500000,,
,PG-13,10626507,The Rainmaker,45916769,11/21/97 0:00,110,,,
John Hughes,R,5107599,The Breakfast Club,45875171,2/15/85 0:00,100,,,
,PG,6517732,Greystoke: The Legend of Tarzan,45858563,3/30/84 0:00,137,,,
Paul Weitz,PG-13,14289750,In Good Company,45806659,12/29/04 0:00,110,,,
,R,20828511,Underworld: Rise of the Lycans,45802315,1/23/09 0:00,92,35000000,,
,R,22530123,Saw 3D,45710178,10/29/10 0:00,91,20000000,,
Irvin Kershner,R,14145411,Robocop 2,45681173,6/22/90 0:00,117,,,
,R,7011393,Young Guns,45661556,8/12/88 0:00,102,,,
Roger Kumble,G,13601419,College Road Trip,45610425,3/7/08 0:00,83,,,
,PG,10356748,D2: The Mighty Ducks,45610410,3/25/94 0:00,107,,,
,G,9427532,The Tigger Movie,45554533,2/11/00 0:00,77,30000000,,
,PG,13422500,Jaws 3-D,45517055,7/22/83 0:00,99,,,
Joel Coen,PG-13,3647208,"O Brother, Where Art Thou?",45512588,12/22/00 0:00,102,,,
